min_u_wake,mean_u_wake,max_vorticity_magnitude,mean_vorticity_magnitude,wake_sign_changes,recirculation_length,wake_asymmetry
-0.09948406232514768,0.32461297343655765,14.926428908992262,5.076200446828553,2,0.30301003344481603,8.096018722092424e-08
