cs,mae,rmse
0.3,0.14268213616655184,0.17126546966528197
0.35,0.12581399698743065,0.1533158735715132
0.4,0.10699987519666804,0.14774147225042805
0.45,0.11196553368745045,0.15999812120844442
0.5,0.1187961422690361,0.15300415434299197
0.55,0.1263647884924988,0.15178756150643216
0.6,0.12341709317661186,0.15092259187845178
0.65,0.14683163195604182,0.16921278035456885
0.7,0.16271552001276787,0.18465274808587454
0.75,0.17140433321050996,0.19363550200110655
