"arc_length","U_X"
0,5.67074e-16
0.000999987,0.00760773
0.002,0.0152035
0.00299999,0.0227869
0.00400001,0.0303581
0.005,0.0379168
0.00600001,0.0454632
0.007,0.0529968
0.00799999,0.0605178
0.009,0.0680031
0.00999999,0.0750043
0.011,0.0819949
0.012,0.0889744
0.013,0.0959431
0.014,0.102901
0.015,0.109847
0.016,0.116782
0.017,0.123706
0.018,0.130579
0.019,0.137028
0.02,0.143468
0.021,0.149898
0.022,0.156319
0.023,0.16273
0.024,0.169131
0.025,0.175523
0.026,0.181904
0.027,0.188222
0.028,0.194154
0.029,0.200077
0.03,0.205992
0.031,0.211898
0.032,0.217797
0.033,0.223686
0.034,0.229568
0.035,0.23544
0.036,0.241242
0.037,0.246701
0.038,0.252153
0.039,0.257598
0.04,0.263035
0.041,0.268466
0.042,0.273889
0.043,0.279304
0.044,0.284713
0.045,0.290048
0.046,0.295084
0.047,0.300113
0.048,0.305138
0.049,0.310161
0.05,0.315177
0.051,0.320188
0.052,0.325192
0.053,0.33019
0.054,0.335118
0.055,0.339786
0.056,0.344449
0.057,0.349106
0.058,0.353759
0.059,0.358406
0.06,0.363048
0.061,0.367684
0.062,0.372315
0.063,0.376883
0.064,0.381226
0.065,0.385564
0.066,0.389897
0.067,0.394226
0.068,0.39855
0.069,0.40287
0.07,0.407186
0.071,0.411496
0.072,0.415752
0.073,0.419813
0.074,0.423869
0.075,0.427921
0.076,0.43197
0.077,0.436015
0.078,0.440056
0.079,0.444092
0.08,0.448125
0.081,0.452113
0.082,0.455929
0.083,0.459743
0.084,0.463553
0.085,0.467359
0.086,0.471162
0.087,0.474962
0.088,0.478758
0.089,0.482551
0.09,0.486308
0.091,0.489914
0.092,0.493518
0.093,0.497118
0.094,0.500716
0.095,0.50431
0.096,0.507901
0.097,0.51149
0.098,0.515075
0.099,0.518639
0.1,0.522075
0.101,0.525508
0.102,0.528939
0.103,0.532367
0.104,0.535792
0.105,0.539214
0.106,0.542633
0.107,0.546049
0.108,0.549448
0.109,0.552725
0.11,0.555998
0.111,0.559269
0.112,0.562537
0.113,0.565803
0.114,0.569066
0.115,0.572326
0.116,0.575583
0.117,0.578832
0.118,0.581966
0.119,0.585097
0.12,0.588226
0.121,0.591351
0.122,0.594475
0.123,0.597595
0.124,0.600713
0.125,0.603828
0.126,0.60694
0.127,0.609947
0.128,0.612948
0.129,0.615947
0.13,0.618943
0.131,0.621936
0.132,0.624926
0.133,0.627914
0.134,0.630899
0.135,0.633881
0.136,0.636775
0.137,0.639655
0.138,0.642533
0.139,0.645412
0.14,0.648301
0.141,0.651187
0.142,0.65407
0.143,0.65695
0.144,0.659827
0.145,0.662633
0.146,0.665415
0.147,0.668195
0.148,0.670971
0.149,0.673744
0.15,0.676515
0.151,0.679281
0.152,0.682045
0.153,0.684806
0.154,0.68751
0.155,0.69018
0.156,0.692847
0.157,0.695511
0.158,0.698172
0.159,0.700828
0.16,0.703482
0.161,0.706132
0.162,0.708778
0.163,0.711382
0.164,0.713941
0.165,0.716496
0.166,0.719048
0.167,0.721596
0.168,0.72414
0.169,0.72668
0.17,0.729216
0.171,0.731748
0.172,0.734262
0.173,0.736731
0.174,0.739195
0.175,0.741656
0.176,0.744112
0.177,0.746565
0.178,0.749013
0.179,0.751456
0.18,0.753896
0.181,0.756324
0.182,0.758678
0.183,0.761027
0.184,0.763371
0.185,0.76571
0.186,0.768045
0.187,0.770375
0.188,0.7727
0.189,0.77502
0.19,0.777335
0.191,0.779581
0.192,0.78181
0.193,0.784032
0.194,0.78625
0.195,0.788462
0.196,0.790668
0.197,0.79287
0.198,0.795065
0.199,0.797258
0.2,0.79943
0.201,0.801561
0.202,0.803686
0.203,0.805805
0.204,0.807918
0.205,0.810025
0.206,0.812126
0.207,0.814221
0.208,0.816309
0.209,0.818377
0.21,0.820374
0.211,0.822365
0.212,0.82435
0.213,0.826327
0.214,0.828297
0.215,0.830261
0.216,0.832217
0.217,0.834167
0.218,0.836109
0.219,0.83798
0.22,0.839827
0.221,0.841667
0.222,0.843499
0.223,0.845357
0.224,0.847211
0.225,0.849057
0.226,0.850895
0.227,0.852725
0.228,0.854518
0.229,0.856251
0.23,0.857975
0.231,0.85969
0.232,0.861396
0.233,0.863093
0.234,0.864781
0.235,0.86646
0.236,0.86813
0.237,0.86979
0.238,0.871373
0.239,0.87293
0.24,0.874478
0.241,0.876015
0.242,0.877542
0.243,0.879101
0.244,0.880654
0.245,0.882196
0.246,0.883729
0.247,0.885233
0.248,0.886658
0.249,0.888071
0.25,0.889474
0.251,0.890864
0.252,0.892243
0.253,0.89361
0.254,0.894966
0.255,0.896309
0.256,0.89764
0.257,0.898914
0.258,0.900131
0.259,0.901334
0.26,0.90255
0.261,0.903783
0.262,0.905003
0.263,0.906209
0.264,0.907402
0.265,0.908582
0.266,0.909747
0.267,0.910838
0.268,0.911882
0.269,0.912911
0.27,0.913925
0.271,0.914923
0.272,0.915905
0.273,0.916872
0.274,0.917823
0.275,0.918758
0.276,0.919744
0.277,0.920647
0.278,0.921503
0.279,0.922341
0.28,0.923162
0.281,0.923966
0.282,0.924752
0.283,0.92552
0.284,0.92627
0.285,0.927001
0.286,0.927714
0.287,0.928352
0.288,0.928922
0.289,0.929488
0.29,0.930096
0.291,0.930685
0.292,0.931253
0.293,0.9318
0.294,0.932327
0.295,0.932834
0.296,0.933319
0.297,0.933761
0.298,0.934091
0.299,0.934398
0.3,0.934681
0.301,0.93494
0.302,0.935242
0.303,0.935545
0.304,0.935824
0.305,0.93608
0.306,0.936312
0.307,0.93652
0.308,0.93663
0.309,0.936664
0.31,0.936671
0.311,0.936651
0.312,0.936603
0.313,0.93657
0.314,0.936576
0.315,0.936556
0.316,0.936508
0.317,0.936433
0.318,0.93633
0.319,0.936105
0.32,0.935805
0.321,0.935474
0.322,0.935111
0.323,0.934715
0.324,0.934401
0.325,0.934059
0.326,0.933686
0.327,0.933281
0.328,0.932845
0.329,0.932377
0.33,0.931818
0.331,0.931123
0.332,0.93039
0.333,0.929641
0.334,0.928892
0.335,0.928108
0.336,0.927288
0.337,0.926434
0.338,0.925543
0.339,0.924617
0.34,0.923654
0.341,0.922656
0.342,0.921573
0.343,0.920448
0.344,0.919278
0.345,0.918065
0.346,0.916807
0.347,0.915504
0.348,0.914157
0.349,0.912764
0.35,0.911326
0.351,0.910043
0.352,0.908741
0.353,0.907419
0.354,0.906078
0.355,0.904716
0.356,0.903334
0.357,0.901932
0.358,0.900509
0.359,0.898879
0.36,0.897217
0.361,0.895531
0.362,0.893822
0.363,0.892012
0.364,0.890166
0.365,0.888294
0.366,0.88638
0.367,0.884199
0.368,0.881993
0.369,0.87976
0.37,0.877502
0.371,0.875217
0.372,0.872906
0.373,0.870567
0.374,0.86817
0.375,0.865684
0.376,0.863171
0.377,0.860631
0.378,0.858063
0.379,0.855468
0.38,0.852845
0.381,0.850194
0.382,0.847421
0.383,0.844592
0.384,0.841736
0.385,0.838851
0.386,0.835937
0.387,0.832995
0.388,0.830024
0.389,0.826987
0.39,0.823851
0.391,0.820687
0.392,0.817493
0.393,0.814271
0.394,0.81102
0.395,0.807739
0.396,0.804421
0.397,0.80099
0.398,0.797531
0.399,0.794043
0.4,0.790525
0.401,0.786978
0.402,0.7834
0.403,0.7797
0.404,0.775865
0.405,0.771996
0.406,0.768096
0.407,0.764164
0.408,0.760199
0.409,0.756203
0.41,0.752173
0.411,0.748086
0.412,0.743967
0.413,0.739818
0.414,0.735636
0.415,0.731424
0.416,0.727179
0.417,0.722904
0.418,0.718608
0.419,0.714283
0.42,0.709928
0.421,0.705542
0.422,0.701126
0.423,0.696678
0.424,0.692224
0.425,0.687776
0.426,0.683298
0.427,0.678792
0.428,0.674257
0.429,0.669693
0.43,0.665098
0.431,0.660568
0.432,0.656031
0.433,0.651467
0.434,0.646876
0.435,0.642258
0.436,0.637612
0.437,0.632998
0.438,0.628472
0.439,0.623922
0.44,0.619347
0.441,0.614747
0.442,0.610122
0.443,0.605473
0.444,0.601031
0.445,0.596574
0.446,0.592095
0.447,0.587595
0.448,0.583072
0.449,0.578527
0.45,0.574177
0.451,0.569899
0.452,0.565603
0.453,0.561243
0.454,0.556769
0.455,0.552276
0.456,0.547969
0.457,0.543836
0.458,0.539688
0.459,0.535524
0.46,0.531344
0.461,0.527149
0.462,0.523132
0.463,0.519376
0.464,0.515607
0.465,0.511826
0.466,0.508033
0.467,0.504228
0.468,0.500617
0.469,0.497325
0.47,0.494025
0.471,0.490716
0.472,0.487398
0.473,0.484071
0.474,0.480983
0.475,0.478238
0.476,0.475488
0.477,0.472732
0.478,0.46997
0.479,0.467202
0.48,0.464748
0.481,0.462622
0.482,0.460492
0.483,0.458359
0.484,0.456223
0.485,0.454083
0.486,0.452362
0.487,0.450911
0.488,0.449458
0.489,0.448003
0.49,0.446547
0.491,0.44509
0.492,0.444176
0.493,0.44344
0.494,0.442704
0.495,0.441967
0.496,0.441229
0.497,0.440491
0.498,0.44043
0.499,0.44043
0.5,0.44043
0.501,0.44043
0.502,0.44043
0.503,0.440491
0.504,0.441229
0.505,0.441967
0.506,0.442704
0.507,0.44344
0.508,0.444176
0.509,0.44509
0.51,0.446547
0.511,0.448003
0.512,0.449458
0.513,0.450911
0.514,0.452362
0.515,0.454083
0.516,0.456223
0.517,0.458359
0.518,0.460492
0.519,0.462622
0.52,0.464748
0.521,0.467202
0.522,0.46997
0.523,0.472732
0.524,0.475488
0.525,0.478238
0.526,0.480983
0.527,0.484071
0.528,0.487398
0.529,0.490716
0.53,0.494025
0.531,0.497325
0.532,0.500617
0.533,0.504228
0.534,0.508033
0.535,0.511826
0.536,0.515607
0.537,0.519376
0.538,0.523132
0.539,0.527149
0.54,0.531344
0.541,0.535524
0.542,0.539688
0.543,0.543836
0.544,0.547969
0.545,0.552276
0.546,0.556769
0.547,0.561243
0.548,0.565603
0.549,0.569899
0.55,0.574177
0.551,0.578527
0.552,0.583072
0.553,0.587595
0.554,0.592095
0.555,0.596574
0.556,0.601031
0.557,0.605473
0.558,0.610122
0.559,0.614747
0.56,0.619347
0.561,0.623922
0.562,0.628472
0.563,0.632998
0.564,0.637612
0.565,0.642258
0.566,0.646876
0.567,0.651467
0.568,0.656031
0.569,0.660568
0.57,0.665098
0.571,0.669693
0.572,0.674257
0.573,0.678792
0.574,0.683298
0.575,0.687776
0.576,0.692224
0.577,0.696678
0.578,0.701126
0.579,0.705542
0.58,0.709928
0.581,0.714283
0.582,0.718608
0.583,0.722904
0.584,0.727179
0.585,0.731424
0.586,0.735636
0.587,0.739818
0.588,0.743967
0.589,0.748086
0.59,0.752173
0.591,0.756203
0.592,0.760199
0.593,0.764164
0.594,0.768096
0.595,0.771996
0.596,0.775865
0.597,0.7797
0.598,0.7834
0.599,0.786978
0.6,0.790525
0.601,0.794043
0.602,0.797531
0.603,0.80099
0.604,0.804421
0.605,0.807739
0.606,0.81102
0.607,0.814271
0.608,0.817493
0.609,0.820687
0.61,0.823851
0.611,0.826987
0.612,0.830024
0.613,0.832995
0.614,0.835937
0.615,0.838851
0.616,0.841736
0.617,0.844592
0.618,0.847421
0.619,0.850194
0.62,0.852845
0.621,0.855468
0.622,0.858063
0.623,0.860631
0.624,0.863171
0.625,0.865684
0.626,0.86817
0.627,0.870567
0.628,0.872906
0.629,0.875217
0.63,0.877502
0.631,0.87976
0.632,0.881993
0.633,0.884199
0.634,0.88638
0.635,0.888294
0.636,0.890166
0.637,0.892012
0.638,0.893822
0.639,0.895531
0.64,0.897217
0.641,0.898879
0.642,0.900509
0.643,0.901932
0.644,0.903334
0.645,0.904716
0.646,0.906078
0.647,0.907419
