"arc_length","U_X"
0,-3.12943e-16
0.000999987,0.01199
0.002,0.0239583
0.00299999,0.0359041
0.00400001,0.0477781
0.005,0.0595975
0.00600001,0.0713961
0.007,0.0831537
0.00799999,0.0948149
0.009,0.106456
0.00999999,0.118077
0.011,0.129597
0.012,0.141076
0.013,0.152537
0.014,0.163936
0.015,0.17525
0.016,0.186546
0.017,0.197824
0.018,0.208969
0.019,0.220095
0.02,0.231204
0.021,0.242222
0.022,0.253173
0.023,0.264107
0.024,0.275001
0.025,0.28577
0.026,0.296523
0.027,0.307261
0.028,0.317875
0.029,0.328441
0.03,0.338992
0.031,0.349475
0.032,0.359845
0.033,0.370202
0.034,0.380545
0.035,0.390724
0.036,0.400879
0.037,0.411022
0.038,0.421065
0.039,0.431012
0.04,0.440948
0.041,0.450856
0.042,0.460589
0.043,0.470311
0.044,0.480023
0.045,0.489593
0.046,0.499091
0.047,0.508579
0.048,0.51801
0.049,0.527278
0.05,0.536539
0.051,0.54579
0.052,0.554863
0.053,0.563889
0.054,0.572907
0.055,0.581835
0.056,0.59062
0.057,0.599399
0.058,0.608166
0.059,0.616711
0.06,0.625238
0.061,0.633759
0.062,0.642155
0.063,0.650429
0.064,0.658699
0.065,0.666949
0.066,0.674965
0.067,0.682978
0.068,0.690988
0.069,0.698839
0.07,0.706583
0.071,0.714325
0.072,0.722018
0.073,0.729496
0.074,0.736971
0.075,0.744444
0.076,0.751725
0.077,0.75893
0.078,0.766135
0.079,0.773268
0.08,0.780201
0.081,0.787131
0.082,0.794054
0.083,0.800755
0.084,0.807403
0.085,0.814051
0.086,0.820605
0.087,0.826976
0.088,0.833347
0.089,0.83972
0.09,0.845848
0.091,0.851942
0.092,0.858034
0.093,0.864005
0.094,0.869808
0.095,0.875613
0.096,0.88142
0.097,0.886965
0.098,0.89249
0.099,0.898019
0.1,0.903423
0.101,0.90867
0.102,0.913921
0.103,0.919163
0.104,0.924131
0.105,0.92909
0.106,0.934052
0.107,0.938885
0.108,0.943567
0.109,0.948253
0.11,0.952944
0.111,0.957361
0.112,0.961773
0.113,0.966176
0.114,0.97045
0.115,0.974575
0.116,0.978705
0.117,0.982838
0.118,0.986706
0.119,0.990566
0.12,0.994431
0.121,0.998175
0.122,1.00176
0.123,1.00535
0.124,1.00894
0.125,1.01228
0.126,1.0156
0.127,1.01892
0.128,1.02215
0.129,1.02521
0.13,1.02828
0.131,1.03135
0.132,1.03418
0.133,1.03697
0.134,1.03978
0.135,1.0425
0.136,1.04504
0.137,1.0476
0.138,1.05015
0.139,1.05251
0.14,1.05481
0.141,1.0571
0.142,1.05935
0.143,1.0614
0.144,1.06346
0.145,1.06552
0.146,1.06742
0.147,1.06924
0.148,1.07106
0.149,1.07285
0.15,1.07442
0.151,1.076
0.152,1.07758
0.153,1.07905
0.154,1.0804
0.155,1.08176
0.156,1.08311
0.157,1.08425
0.158,1.08537
0.159,1.0865
0.16,1.08755
0.161,1.08846
0.162,1.08937
0.163,1.09028
0.164,1.09103
0.165,1.09172
0.166,1.09241
0.167,1.09307
0.168,1.09356
0.169,1.09404
0.17,1.09452
0.171,1.09491
0.172,1.09518
0.173,1.09545
0.174,1.09572
0.175,1.09583
0.176,1.09591
0.177,1.09599
0.178,1.09602
0.179,1.0959
0.18,1.09577
0.181,1.09565
0.182,1.09543
0.183,1.09512
0.184,1.09481
0.185,1.09449
0.186,1.09402
0.187,1.09351
0.188,1.09301
0.189,1.09248
0.19,1.0918
0.191,1.09112
0.192,1.09043
0.193,1.08966
0.194,1.08879
0.195,1.08793
0.196,1.08706
0.197,1.08607
0.198,1.08503
0.199,1.08399
0.2,1.08294
0.201,1.08173
0.202,1.08052
0.203,1.07931
0.204,1.07805
0.205,1.07667
0.206,1.07529
0.207,1.07391
0.208,1.07245
0.209,1.07091
0.21,1.06936
0.211,1.0678
0.212,1.06615
0.213,1.06444
0.214,1.06273
0.215,1.06101
0.216,1.05917
0.217,1.0573
0.218,1.05543
0.219,1.05355
0.22,1.05154
0.221,1.04951
0.222,1.04749
0.223,1.04543
0.224,1.04326
0.225,1.04109
0.226,1.0389
0.227,1.03667
0.228,1.03435
0.229,1.03203
0.23,1.02969
0.231,1.0273
0.232,1.02484
0.233,1.02238
0.234,1.01991
0.235,1.01737
0.236,1.01476
0.237,1.01212
0.238,1.00948
0.239,1.00676
0.24,1.00398
0.241,1.00123
0.242,0.998538
0.243,0.995774
0.244,0.992956
0.245,0.990132
0.246,0.987032
0.247,0.983694
0.248,0.980293
0.249,0.976878
0.25,0.973448
0.251,0.970683
0.252,0.967913
0.253,0.965136
0.254,0.962347
0.255,0.959313
0.256,0.955989
0.257,0.952659
0.258,0.949322
0.259,0.945977
0.26,0.94261
0.261,0.939234
0.262,0.935852
0.263,0.932464
0.264,0.92902
0.265,0.925495
0.266,0.921964
0.267,0.918426
0.268,0.914883
0.269,0.911263
0.27,0.907629
0.271,0.903989
0.272,0.900344
0.273,0.896658
0.274,0.892919
0.275,0.889174
0.276,0.885424
0.277,0.881668
0.278,0.877836
0.279,0.873995
0.28,0.870149
0.281,0.866297
0.282,0.862406
0.283,0.858475
0.284,0.854539
0.285,0.850595
0.286,0.846637
0.287,0.842615
0.288,0.838588
0.289,0.834556
0.29,0.83052
0.291,0.826444
0.292,0.822343
0.293,0.818237
0.294,0.814127
0.295,0.810001
0.296,0.805833
0.297,0.80166
0.298,0.797483
0.299,0.793302
0.3,0.789081
0.301,0.784848
0.302,0.780612
0.303,0.776372
0.304,0.772111
0.305,0.767826
0.306,0.763538
0.307,0.759246
0.308,0.754947
0.309,0.750618
0.31,0.746285
0.311,0.741948
0.312,0.737608
0.313,0.733248
0.314,0.728878
0.315,0.724505
0.316,0.720129
0.317,0.715742
0.318,0.711342
0.319,0.706933
0.32,0.702523
0.321,0.698108
0.322,0.693681
0.323,0.689252
0.324,0.684821
0.325,0.680386
0.326,0.675947
0.327,0.671504
0.328,0.66706
0.329,0.662612
0.33,0.658165
0.331,0.653717
0.332,0.649266
0.333,0.644814
0.334,0.640361
0.335,0.635915
0.336,0.631467
0.337,0.627017
0.338,0.622564
0.339,0.618127
0.34,0.613688
0.341,0.609248
0.342,0.604805
0.343,0.600379
0.344,0.595957
0.345,0.591534
0.346,0.587109
0.347,0.582698
0.348,0.578301
0.349,0.573902
0.35,0.569502
0.351,0.565112
0.352,0.560746
0.353,0.556379
0.354,0.552011
0.355,0.547644
0.356,0.543314
0.357,0.538984
0.358,0.534651
0.359,0.530318
0.36,0.52603
0.361,0.521746
0.362,0.51746
0.363,0.513174
0.364,0.508928
0.365,0.504697
0.366,0.500465
0.367,0.496232
0.368,0.492034
0.369,0.487863
0.37,0.483692
0.371,0.479519
0.372,0.475375
0.373,0.47127
0.374,0.467165
0.375,0.46306
0.376,0.458973
0.377,0.454942
0.378,0.45091
0.379,0.446877
0.38,0.442855
0.381,0.438903
0.382,0.43495
0.383,0.430996
0.384,0.427044
0.385,0.423176
0.386,0.419308
0.387,0.41544
0.388,0.411571
0.389,0.407786
0.39,0.404008
0.391,0.400231
0.392,0.396452
0.393,0.392753
0.394,0.389072
0.395,0.38539
0.396,0.381708
0.397,0.3781
0.398,0.374519
0.399,0.370938
0.4,0.367357
0.401,0.363844
0.402,0.360368
0.403,0.356892
0.404,0.353416
0.405,0.350006
0.406,0.34664
0.407,0.343275
0.408,0.33991
0.409,0.336606
0.41,0.333356
0.411,0.330106
0.412,0.326856
0.413,0.323664
0.414,0.320533
0.415,0.317402
0.416,0.314271
0.417,0.311195
0.418,0.308187
0.419,0.30518
0.42,0.302172
0.421,0.299217
0.422,0.296335
0.423,0.293454
0.424,0.290573
0.425,0.287743
0.426,0.284991
0.427,0.28224
0.428,0.279488
0.429,0.276788
0.43,0.274169
0.431,0.27155
0.432,0.268932
0.433,0.266365
0.434,0.263882
0.435,0.261399
0.436,0.258916
0.437,0.256486
0.438,0.254141
0.439,0.251797
0.44,0.249453
0.441,0.247162
0.442,0.244958
0.443,0.242755
0.444,0.240551
0.445,0.238404
0.446,0.236344
0.447,0.234283
0.448,0.232223
0.449,0.230222
0.45,0.228307
0.451,0.226391
0.452,0.224476
0.453,0.222624
0.454,0.220856
0.455,0.219087
0.456,0.217318
0.457,0.215619
0.458,0.213998
0.459,0.212378
0.46,0.210758
0.461,0.209213
0.462,0.207742
0.463,0.206272
0.464,0.204801
0.465,0.203412
0.466,0.202093
0.467,0.200774
0.468,0.199454
0.469,0.198224
0.47,0.197057
0.471,0.19589
0.472,0.194723
