x,u
0.0,0.0018994808
0.005025125628140704,0.05235587
0.010050251256281407,0.101567715
0.01507537688442211,0.14954674
0.020100502512562814,0.19629966
0.02512562814070352,0.24183424
0.03015075376884422,0.28615558
0.035175879396984924,0.32927388
0.04020100502512563,0.3711928
0.04522613065326633,0.411923
0.05025125628140704,0.4514712
0.05527638190954774,0.48984414
0.06030150753768844,0.5270485
0.06532663316582915,0.56309456
0.07035175879396985,0.5979946
0.07537688442211056,0.6317543
0.08040201005025126,0.66438216
0.08542713567839195,0.6958928
0.09045226130653267,0.72629786
0.09547738693467336,0.75560904
0.10050251256281408,0.7838356
0.10552763819095477,0.8109917
0.11055276381909548,0.83709496
0.11557788944723618,0.86214674
0.12060301507537688,0.88616425
0.12562814070351758,0.90916175
0.1306532663316583,0.93114525
0.135678391959799,0.95212525
0.1407035175879397,0.97210974
0.1457286432160804,0.9911056
0.15075376884422112,1.0091177
0.15577889447236182,1.0261478
0.16080402010050251,1.042197
0.1658291457286432,1.0572602
0.1708542713567839,1.0713384
0.17587939698492464,1.08442
0.18090452261306533,1.0964949
0.18592964824120603,1.1075492
0.19095477386934673,1.117564
0.19597989949748745,1.1265196
0.20100502512562815,1.1343927
0.20603015075376885,1.1411526
0.21105527638190955,1.1467679
0.21608040201005024,1.1512054
0.22110552763819097,1.1544261
0.22613065326633167,1.1563852
0.23115577889447236,1.157037
0.23618090452261306,1.1563392
0.24120603015075376,1.1542339
0.24623115577889448,1.1506747
0.25125628140703515,1.1456022
0.2562814070351759,1.1389627
0.2613065326633166,1.1307012
0.2663316582914573,1.1207592
0.271356783919598,1.1090858
0.2763819095477387,1.0956256
0.2814070351758794,1.0803285
0.2864321608040201,1.0631506
0.2914572864321608,1.0440536
0.2964824120603015,1.0230032
0.30150753768844224,0.999976
0.3065326633165829,0.9749611
0.31155778894472363,0.9479558
0.3165829145728643,0.9189728
0.32160804020100503,0.8880446
0.32663316582914576,0.85522133
0.3316582914572864,0.8205703
0.33668341708542715,0.78418994
0.3417085427135678,0.746202
0.34673366834170855,0.7067488
0.35175879396984927,0.66601616
0.35678391959798994,0.62420654
0.36180904522613067,0.58156246
0.36683417085427134,0.538352
0.37185929648241206,0.49487513
0.3768844221105528,0.45145226
0.38190954773869346,0.40842777
0.3869346733668342,0.366158
0.3919597989949749,0.32500577
0.3969849246231156,0.28532875
0.4020100502512563,0.24747787
0.40703517587939697,0.21177302
0.4120603015075377,0.17849858
0.4170854271356784,0.14790027
0.4221105527638191,0.12016566
0.4271356783919598,0.09541878
0.4321608040201005,0.073723435
0.4371859296482412,0.05507219
0.44221105527638194,0.039393157
0.4472361809045226,0.026551858
0.45226130653266333,0.016354002
0.457286432160804,0.008556455
0.4623115577889447,0.0028754473
0.46733668341708545,-0.0010074377
0.4723618090452261,-0.003431812
0.47738693467336685,-0.004741527
0.4824120603015075,-0.005271487
0.48743718592964824,-0.005329691
0.49246231155778897,-0.0051751435
0.49748743718592964,-0.0049972087
0.5025125628140703,-0.0048994645
0.507537688442211,-0.0048900023
0.5125628140703518,-0.0048772916
0.5175879396984925,-0.004668236
0.5226130653266332,-0.003999248
0.5276381909547738,-0.002546899
0.5326633165829145,3.992766e-05
0.5376884422110553,0.0041159913
0.542713567839196,0.010014236
0.5477386934673367,0.018041395
0.5527638190954774,0.028461412
0.5577889447236181,0.04149723
0.5628140703517588,0.05732952
0.5678391959798995,0.07609691
0.5728643216080402,0.097886354
0.577889447236181,0.12272519
0.5829145728643216,0.15057035
0.5879396984924623,0.18130736
0.592964824120603,0.21474786
0.5979899497487438,0.2506414
0.6030150753768845,0.28867644
0.6080402010050251,0.32851404
0.6130653266331658,0.36979228
0.6180904522613065,0.41214705
0.6231155778894473,0.45521832
0.628140703517588,0.49866217
0.6331658291457286,0.5421523
0.6381909547738693,0.58538014
0.6432160804020101,0.6280652
0.6482412060301508,0.66994244
0.6532663316582915,0.7107773
0.6582914572864321,0.7503581
0.6633165829145728,0.7884993
0.6683417085427136,0.8250508
0.6733668341708543,0.85987103
0.678391959798995,0.89287066
0.6834170854271356,0.9239703
0.6884422110552764,0.95311564
0.6934673366834171,0.9802744
0.6984924623115578,1.005433
0.7035175879396985,1.0285946
0.7085427135678392,1.0497705
0.7135678391959799,1.0689849
0.7185929648241206,1.0862726
0.7236180904522613,1.1016715
0.7286432160804021,1.1152315
0.7336683417085427,1.1269972
0.7386934673366834,1.1370244
0.7437185929648241,1.1453727
0.7487437185929648,1.1520905
0.7537688442211056,1.1572411
0.7587939698492463,1.1608766
0.7638190954773869,1.163053
0.7688442211055276,1.1638203
0.7738693467336684,1.1632308
0.7788944723618091,1.1613282
0.7839195979899498,1.1581596
0.7889447236180904,1.1537596
0.7939698492462312,1.1481726
0.7989949748743719,1.1414274
0.8040201005025126,1.1335557
0.8090452261306533,1.1245835
0.8140703517587939,1.114531
0.8190954773869347,1.1034256
0.8241206030150754,1.0912768
0.8291457286432161,1.0781047
0.8341708542713568,1.0639174
0.8391959798994975,1.0487239
0.8442211055276382,1.0325296
0.8492462311557789,1.0153406
0.8542713567839196,0.997155
0.8592964824120604,0.97797674
0.864321608040201,0.95779675
0.8693467336683417,0.9366178
0.8743718592964824,0.91442984
0.8793969849246231,0.8912274
0.8844221105527639,0.8670011
0.8894472361809045,0.8417427
0.8944723618090452,0.8154422
0.8994974874371859,0.7880881
0.9045226130653267,0.759668
0.9095477386934674,0.73017234
0.914572864321608,0.69958884
0.9195979899497487,0.66790473
0.9246231155778895,0.635111
0.9296482412060302,0.601195
0.9346733668341709,0.56614804
0.9396984924623115,0.5299626
0.9447236180904522,0.49263102
0.949748743718593,0.45414406
0.9547738693467337,0.41449928
0.9597989949748744,0.37369508
0.964824120603015,0.33173007
0.9698492462311558,0.28860533
0.9748743718592965,0.244327
0.9798994974874372,0.1988978
0.9849246231155779,0.15233146
0.9899497487437187,0.104636714
0.9949748743718593,0.055832267
1.0,0.0059302673
