x,u
0.0,0.0047962964
0.005025125628140704,0.055570275
0.010050251256281407,0.104953185
0.01507537688442211,0.15296005
0.020100502512562814,0.19960435
0.02512562814070352,0.24490283
0.03015075376884422,0.28886908
0.035175879396984924,0.3315215
0.04020100502512563,0.37286854
0.04522613065326633,0.41293526
0.05025125628140704,0.4517299
0.05527638190954774,0.48927182
0.06030150753768844,0.5255728
0.06532663316582915,0.560651
0.07035175879396985,0.59452343
0.07537688442211056,0.6272016
0.08040201005025126,0.6587066
0.08542713567839195,0.68905616
0.09045226130653267,0.71826416
0.09547738693467336,0.7463531
0.10050251256281408,0.77334154
0.10552763819095477,0.7992439
0.11055276381909548,0.8240875
0.11557788944723618,0.8478901
0.12060301507537688,0.87067264
0.12562814070351758,0.8924546
0.1306532663316583,0.9132622
0.135678391959799,0.9331177
0.1407035175879397,0.9520362
0.1457286432160804,0.97004825
0.15075376884422112,0.98716646
0.15577889447236182,1.0034178
0.16080402010050251,1.0188202
0.1658291457286432,1.0333897
0.1708542713567839,1.0471487
0.17587939698492464,1.0601077
0.18090452261306533,1.0722839
0.18592964824120603,1.0836852
0.19095477386934673,1.0943214
0.19597989949748745,1.1042
0.20100502512562815,1.1133198
0.20603015075376885,1.1216819
0.21105527638190955,1.129279
0.21608040201005024,1.1361028
0.22110552763819097,1.1421379
0.22613065326633167,1.1473613
0.23115577889447236,1.151751
0.23618090452261306,1.1552724
0.24120603015075376,1.1578877
0.24623115577889448,1.1595504
0.25125628140703515,1.1602057
0.2562814070351759,1.1597936
0.2613065326633166,1.1582415
0.2663316582914573,1.1554679
0.271356783919598,1.1513891
0.2763819095477387,1.145901
0.2814070351758794,1.1388938
0.2864321608040201,1.1302465
0.2914572864321608,1.1198261
0.2964824120603015,1.1074867
0.30150753768844224,1.0930656
0.3065326633165829,1.0763941
0.31155778894472363,1.0572791
0.3165829145728643,1.0355201
0.32160804020100503,1.0108957
0.32663316582914576,0.98316103
0.3316582914572864,0.952059
0.33668341708542715,0.91730446
0.3417085427135678,0.8785898
0.34673366834170855,0.83557206
0.35175879396984927,0.7878802
0.35678391959798994,0.73510677
0.36180904522613067,0.67680377
0.36683417085427134,0.61247337
0.37185929648241206,0.5415835
0.3768844221105528,0.46356416
0.38190954773869346,0.3778268
0.3869346733668342,0.28378493
0.3919597989949749,0.1809204
0.3969849246231156,0.06884767
0.4020100502512563,-0.052593425
0.40703517587939697,-0.18317738
0.4120603015075377,-0.32216346
0.4170854271356784,-0.46811992
0.4221105527638191,-0.61875725
0.4271356783919598,-0.77085066
0.4321608040201005,-0.9202176
0.4371859296482412,-1.0618998
0.44221105527638194,-1.1905484
0.4472361809045226,-1.301049
0.45226130653266333,-1.389295
0.457286432160804,-1.4528967
0.4623115577889447,-1.4917139
0.46733668341708545,-1.5080221
0.4723618090452261,-1.5064098
0.47738693467336685,-1.4933941
0.4824120603015075,-1.476815
0.48743718592964824,-1.464951
0.49246231155778897,-1.4653078
0.49748743718592964,-1.4832999
0.5025125628140703,-1.5211272
