x,u
0.0,0.003055364
0.005025125628140704,0.048644274
0.010050251256281407,0.09339854
0.01507537688442211,0.13729855
0.020100502512562814,0.18033093
0.02512562814070352,0.22248498
0.03015075376884422,0.2637523
0.035175879396984924,0.30412093
0.04020100502512563,0.34358177
0.04522613065326633,0.3821291
0.05025125628140704,0.4197516
0.05527638190954774,0.45644203
0.06030150753768844,0.49219015
0.06532663316582915,0.5269947
0.07035175879396985,0.5608424
0.07537688442211056,0.59373546
0.08040201005025126,0.6256552
0.08542713567839195,0.6566063
0.09045226130653267,0.6865771
0.09547738693467336,0.7155609
0.10050251256281408,0.74354887
0.10552763819095477,0.7705374
0.11055276381909548,0.79652214
0.11557788944723618,0.8214861
0.12060301507537688,0.8454257
0.12562814070351758,0.86833537
0.1306532663316583,0.890198
0.135678391959799,0.9110111
0.1407035175879397,0.93076026
0.1457286432160804,0.94943607
0.15075376884422112,0.9670249
0.15577889447236182,0.98351705
0.16080402010050251,0.99889624
0.1658291457286432,1.0131505
0.1708542713567839,1.0262667
0.17587939698492464,1.0382305
0.18090452261306533,1.0490203
0.18592964824120603,1.0586274
0.19095477386934673,1.0670393
0.19597989949748745,1.0742302
0.20100502512562815,1.0801923
0.20603015075376885,1.084909
0.21105527638190955,1.0883647
0.21608040201005024,1.0905443
0.22110552763819097,1.0914363
0.22613065326633167,1.091026
0.23115577889447236,1.0893099
0.23618090452261306,1.0862715
0.24120603015075376,1.0819091
0.24623115577889448,1.0762143
0.25125628140703515,1.0691924
0.2562814070351759,1.060838
0.2613065326633166,1.0511594
0.2663316582914573,1.0401638
0.271356783919598,1.0278673
0.2763819095477387,1.0142822
0.2814070351758794,0.9994323
0.2864321608040201,0.9833393
0.2914572864321608,0.9660405
0.2964824120603015,0.9475684
0.30150753768844224,0.92796385
0.3065326633165829,0.9072758
0.31155778894472363,0.88555205
0.3165829145728643,0.8628541
0.32160804020100503,0.83924186
0.32663316582914576,0.81478834
0.3316582914572864,0.7895613
0.33668341708542715,0.76364255
0.3417085427135678,0.7371203
0.34673366834170855,0.7100774
0.35175879396984927,0.6826103
0.35678391959798994,0.654817
0.36180904522613067,0.62679553
0.36683417085427134,0.5986563
0.37185929648241206,0.57050216
0.3768844221105528,0.5424442
0.38190954773869346,0.5145937
0.3869346733668342,0.48706147
0.3919597989949749,0.4599578
0.3969849246231156,0.43339178
0.4020100502512563,0.40747002
0.40703517587939697,0.38229284
0.4120603015075377,0.3579602
0.4170854271356784,0.33456215
0.4221105527638191,0.31218085
0.4271356783919598,0.29089537
0.4321608040201005,0.27077082
0.4371859296482412,0.25187072
0.44221105527638194,0.23424515
0.4472361809045226,0.21794036
0.45226130653266333,0.20299122
0.457286432160804,0.18943074
0.4623115577889447,0.17728528
0.46733668341708545,0.16657451
0.4723618090452261,0.1573168
0.47738693467336685,0.14953077
0.4824120603015075,0.14322847
0.48743718592964824,0.13842443
0.49246231155778897,0.13513297
0.49748743718592964,0.13336259
0.5025125628140703,0.1331251
0.507537688442211,0.13442409
0.5125628140703518,0.13725868
0.5175879396984925,0.14162144
0.5226130653266332,0.14750496
0.5276381909547738,0.15489092
0.5326633165829145,0.16375956
0.5376884422110553,0.17409155
0.542713567839196,0.18585926
0.5477386934673367,0.19903502
0.5527638190954774,0.21359
0.5577889447236181,0.22948906
0.5628140703517588,0.24669614
0.5678391959798995,0.26516214
0.5728643216080402,0.28483513
0.577889447236181,0.30565867
0.5829145728643216,0.32756028
0.5879396984924623,0.35046694
0.592964824120603,0.37429747
0.5979899497487438,0.39896455
0.6030150753768845,0.42437747
0.6080402010050251,0.45044103
0.6130653266331658,0.4770563
0.6180904522613065,0.5041238
0.6231155778894473,0.5315372
0.628140703517588,0.5591948
0.6331658291457286,0.58698606
0.6381909547738693,0.61480415
0.6432160804020101,0.64254165
0.6482412060301508,0.6700915
0.6532663316582915,0.6973475
0.6582914572864321,0.7242087
0.6633165829145728,0.75058043
0.6683417085427136,0.7763654
0.6733668341708543,0.8014734
0.678391959798995,0.825827
0.6834170854271356,0.8493438
0.6884422110552764,0.87195706
0.6934673366834171,0.893594
0.6984924623115578,0.9142033
0.7035175879396985,0.93372643
0.7085427135678392,0.95211935
0.7135678391959799,0.9693414
0.7185929648241206,0.98535573
0.7236180904522613,1.0001377
0.7286432160804021,1.0136623
0.7336683417085427,1.0259101
0.7386934673366834,1.0368699
0.7437185929648241,1.0465318
0.7487437185929648,1.0548887
0.7537688442211056,1.0619384
0.7587939698492463,1.0676831
0.7638190954773869,1.0721245
0.7688442211055276,1.0752697
0.7738693467336684,1.0771209
0.7788944723618091,1.0776894
0.7839195979899498,1.0769855
0.7889447236180904,1.0750184
0.7939698492462312,1.0717995
0.7989949748743719,1.0673429
0.8040201005025126,1.061655
0.8090452261306533,1.0547566
0.8140703517587939,1.046657
0.8190954773869347,1.0373676
0.8241206030150754,1.0269082
0.8291457286432161,1.0152851
0.8341708542713568,1.0025179
0.8391959798994975,0.98861384
0.8442211055276382,0.97359324
0.8492462311557789,0.95746136
0.8542713567839196,0.9402342
0.8592964824120604,0.9219233
0.864321608040201,0.90254354
0.8693467336683417,0.8821002
0.8743718592964824,0.8606067
0.8793969849246231,0.8380736
0.8844221105527639,0.8145108
0.8894472361809045,0.7899251
0.8944723618090452,0.76433
0.8994974874371859,0.7377299
0.9045226130653267,0.7101339
0.9095477386934674,0.6815487
0.914572864321608,0.6519809
0.9195979899497487,0.6214434
0.9246231155778895,0.5899284
0.9296482412060302,0.5574547
0.9346733668341709,0.524019
0.9396984924623115,0.48963156
0.9447236180904522,0.4542921
0.949748743718593,0.4180065
0.9547738693467337,0.38077953
0.9597989949748744,0.34261474
0.964824120603015,0.30351302
0.9698492462311558,0.2634764
0.9748743718592965,0.22251222
0.9798994974874372,0.18061674
0.9849246231155779,0.1377958
0.9899497487437187,0.094046384
0.9949748743718593,0.049376875
1.0,0.0037820637
