"arc_length","U_X"
0,0.0186349
0.000999987,0.0252405
0.002,0.0318464
0.00299999,0.0384521
0.00400001,0.045058
0.005,0.0516637
0.00600001,0.0582695
0.007,0.0648752
0.00799999,0.0714809
0.009,0.0794107
0.00999999,0.0880023
0.011,0.0965942
0.012,0.105186
0.013,0.113778
0.014,0.122369
0.015,0.130961
0.016,0.139553
0.017,0.148032
0.018,0.156287
0.019,0.164541
0.02,0.172796
0.021,0.18105
0.022,0.189305
0.023,0.197559
0.024,0.205814
0.025,0.214069
0.026,0.221906
0.027,0.229743
0.028,0.23758
0.029,0.245417
0.03,0.253254
0.031,0.261091
0.032,0.268929
0.033,0.276766
0.034,0.284279
0.035,0.291629
0.036,0.29898
0.037,0.306331
0.038,0.313682
0.039,0.321032
0.04,0.328383
0.041,0.335734
0.042,0.342904
0.043,0.349714
0.044,0.356524
0.045,0.363334
0.046,0.370144
0.047,0.376953
0.048,0.383763
0.049,0.390573
0.05,0.397383
0.051,0.403613
0.052,0.409843
0.053,0.416073
0.054,0.422303
0.055,0.428533
0.056,0.434763
0.057,0.440993
0.058,0.447223
0.059,0.453052
0.06,0.45868
0.061,0.464307
0.062,0.469935
0.063,0.475563
0.064,0.481191
0.065,0.486818
0.066,0.492446
0.067,0.497871
0.068,0.50289
0.069,0.507909
0.07,0.512928
0.071,0.517947
0.072,0.522966
0.073,0.527985
0.074,0.533004
0.075,0.538023
0.076,0.542442
0.077,0.546861
0.078,0.55128
0.079,0.555699
0.08,0.560118
0.081,0.564537
0.082,0.568956
0.083,0.573374
0.084,0.577408
0.085,0.581248
0.086,0.585088
0.087,0.588929
0.088,0.592769
0.089,0.596609
0.09,0.60045
0.091,0.60429
0.092,0.607949
0.093,0.611243
0.094,0.614538
0.095,0.617832
0.096,0.621126
0.097,0.624421
0.098,0.627715
0.099,0.63101
0.1,0.634304
0.101,0.637093
0.102,0.639883
0.103,0.642672
0.104,0.645461
0.105,0.648251
0.106,0.65104
0.107,0.653829
0.108,0.656619
0.109,0.659102
0.11,0.661433
0.111,0.663764
0.112,0.666095
0.113,0.668426
0.114,0.670757
0.115,0.673088
0.116,0.675419
0.117,0.677613
0.118,0.679536
0.119,0.681458
0.12,0.68338
0.121,0.685302
0.122,0.687225
0.123,0.689147
0.124,0.691069
0.125,0.692991
0.126,0.694556
0.127,0.696121
0.128,0.697685
0.129,0.69925
0.13,0.700814
0.131,0.702379
0.132,0.703943
0.133,0.705508
0.134,0.706867
0.135,0.708124
0.136,0.70938
0.137,0.710637
0.138,0.711894
0.139,0.71315
0.14,0.714407
0.141,0.715663
0.142,0.716833
0.143,0.717829
0.144,0.718825
0.145,0.71982
0.146,0.720816
0.147,0.721812
0.148,0.722808
0.149,0.723804
0.15,0.7248
0.151,0.725578
0.152,0.726357
0.153,0.727135
0.154,0.727914
0.155,0.728693
0.156,0.729471
0.157,0.73025
0.158,0.731028
0.159,0.731688
0.16,0.732289
0.161,0.73289
0.162,0.73349
0.163,0.734091
0.164,0.734692
0.165,0.735292
0.166,0.735893
0.167,0.736446
